ID ,Reference_number,Month_start,Year_start,Month_finish,Year_finish,Total_of_months,Sampling_habitat,Sampling_design,Effort,Method ,Trap_size,Strata_sampling,Order,Genus, Species_name_on_paper, Actual_species_name,Species_origin,Individuals_captured,Abundance_(ind/trap-nights),Voucher_Specimens
sm42,22,May,2002,May,2003,13,Interior and Edge,Linear transect,1625,Live traps,M/L,Ground and understory,Didelphimorphia,Marmosops,Marmosops incanus,Marmosops incanus,Native,8,0.492307692,Yes
sm42,22,May,2002,May,2003,13,Interior and Edge,Linear transect,1625,Live traps,M/L,Ground and understory,Didelphimorphia,Marmosa,Micoureus paraguayanus,Marmosa paraguayana,Native,1,0.061538462,Yes
sm42,22,May,2002,May,2003,13,Interior and Edge,Linear transect,1625,Live traps,M/L,Ground and understory,Rodentia,Euryoryzomys,Euryoryzomys russatus,Euryoryzomys russatus,Native,1,0.061538462,Yes
sm42,22,May,2002,May,2003,13,Interior and Edge,Linear transect,1625,Live traps,M/L,Ground and understory,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,6,0.369230769,Yes
sm42,22,May,2002,May,2003,13,Interior and Edge,Linear transect,1625,Live traps,M/L,Ground and understory,Rodentia,Rhipidomys,Rhipidomys mastacalis,Rhipidomys mastacalis,Native,2,0.123076923,Yes
sm43,23,April,2004,September,2004,6,Interior,Linear transect,1008,Live traps,S/L,Ground and understory,Rodentia,Delomys,Delomys sublineatus,Delomys sublineatus,Native,9,0.892857143,NA
sm43,23,April,2004,September,2004,6,Interior,Linear transect,1008,Live traps,S/L,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,2,0.198412698,NA
sm43,23,April,2004,September,2004,6,Interior,Linear transect,1008,Live traps,S/L,Ground and understory,Didelphimorphia,Gracilinanus,Gracilinanus microtarsus,Gracilinanus microtarsus,Native,2,0.198412698,NA
sm43,23,April,2004,September,2004,6,Interior,Linear transect,1008,Live traps,S/L,Ground and understory,Rodentia,Juliomys,Juliomys pictipes,Juliomys pictipes,Native,2,0.198412698,NA
sm43,23,April,2004,September,2004,6,Interior,Linear transect,1008,Live traps,S/L,Ground and understory,Didelphimorphia,Marmosops,Marmosops incanus,Marmosops incanus,Native,9,0.892857143,NA
sm43,23,April,2004,September,2004,6,Interior,Linear transect,1008,Live traps,S/L,Ground and understory,Didelphimorphia,Monodelphis,Monodelphis americana,Monodelphis americana,Native,1,0.099206349,NA
sm43,23,April,2004,September,2004,6,Interior,Linear transect,1008,Live traps,S/L,Ground and understory,Rodentia,Euryoryzomys,Oryzomys russatus,Euryoryzomys russatus,Native,21,2.083333333,NA
sm43,23,April,2004,September,2004,6,Interior,Linear transect,1008,Live traps,S/L,Ground and understory,Rodentia,Thaptomys,Thaptomys nigrita,Thaptomys nigrita,Native,2,0.198412698,NA
sm43,23,April,2004,September,2004,6,Interior,Linear transect,1008,Live traps,S/L,Ground and understory,Rodentia,Akodon,Akodon montensis,Akodon montensis,Native,6,0.595238095,NA
sm44,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground and understory,Rodentia,Delomys,Delomys sublineatus,Delomys sublineatus,Native,4,0.297619048,NA
sm44,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,2,0.148809524,NA
sm44,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground and understory,Didelphimorphia,Marmosops,Marmosops incanus,Marmosops incanus,Native,8,0.595238095,NA
sm44,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground and understory,Didelphimorphia,Marmosa,Micoureus paraguayanus,Marmosa paraguayana,Native,2,0.148809524,NA
sm44,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground and understory,Rodentia,Sooretamys,Sooretamys angouya,Sooretamys angouya,Native,3,0.223214286,NA
sm44,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground and understory,Rodentia,Euryoryzomys,Oryzomys russatus,Euryoryzomys russatus,Native,1,0.074404762,NA
sm44,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground and understory,Rodentia,Akodon,Akodon montensis,Akodon montensis,Native,5,0.37202381,NA
sm44,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground and understory,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,1,0.074404762,NA
sm45,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground and understory,Rodentia,Brucepattersonius,Brucepattersonius aff. soricinus,Brucepattersonius soricinus,Native,1,0.074404762,NA
sm45,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground and understory,Rodentia,Delomys,Delomys sublineatus,Delomys sublineatus,Native,2,0.148809524,NA
sm45,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground and understory,Rodentia,Juliomys,Juliomys pictipes,Juliomys pictipes,Native,5,0.37202381,NA
sm45,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground and understory,Didelphimorphia,Marmosops,Marmosops incanus,Marmosops incanus,Native,1,0.074404762,NA
sm45,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground and understory,Rodentia,Sooretamys,Sooretamys angouya,Sooretamys angouya,Native,4,0.297619048,NA
sm45,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground and understory,Rodentia,Thaptomys,Thaptomys nigrita,Thaptomys nigrita,Native,1,0.074404762,NA
sm45,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground and understory,Rodentia,Akodon,Akodon montensis,Akodon montensis,Native,59,4.389880952,NA
sm45,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground and understory,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,15,1.116071429,NA
sm45,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground and understory,Rodentia,Oxymycterus,Oxymycterus cf. rufus,Oxymycterus dasytrichus,Native,8,0.595238095,NA
sm46,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground and understory,Didelphimorphia,Gracilinanus,Gracilinanus microtarsus,Gracilinanus microtarsus,Native,1,0.074404762,NA
sm46,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground and understory,Didelphimorphia,Marmosa,Micoureus paraguayanus,Marmosa paraguayana,Native,1,0.074404762,NA
sm46,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground and understory,Rodentia,Akodon,Akodon montensis,Akodon montensis,Native,23,1.711309524,NA
sm46,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground and understory,Rodentia,Oligoryzomys,Oligoryzomys flavescens,Oligoryzomys flavescens,Native,4,0.297619048,NA
sm46,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground and understory,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,25,1.860119048,NA
sm47,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground,Rodentia,Akodon,Akodon montensis,Akodon montensis,Native,3,0.223214286,NA
sm47,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground,Rodentia,Necromys,Necromys lasiurus,Necromys lasiurus,Native,6,0.446428571,NA
sm47,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground,Rodentia,Calomys,Calomys tener,Calomys tener,Native,11,0.818452381,NA
sm47,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground,Rodentia,Oligoryzomys,Oligoryzomys flavescens,Oligoryzomys flavescens,Native,1,0.074404762,NA
sm47,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,5,0.37202381,NA
sm47,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground,Rodentia,Mus,Mus musculus,Mus musculus,Invasive,2,0.148809524,NA
sm48,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground,Rodentia,Akodon,Akodon montensis,Akodon montensis,Native,6,0.446428571,NA
sm48,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground,Rodentia,Calomys,Calomys tener,Calomys tener,Native,1,0.074404762,NA
sm48,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground,Rodentia,Oligoryzomys,Oligoryzomys flavescens,Oligoryzomys flavescens,Native,3,0.223214286,NA
sm48,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,2,0.148809524,NA
sm48,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground,Rodentia,Mus,Mus musculus,Mus musculus,Invasive,14,1.041666667,NA
sm48,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground,Rodentia,Rattus,Rattus norvergicus,Rattus norvegicus,Invasive,1,0.074404762,NA
sm48,23,April,2004,September,2004,6,Interior and Edge,Linear transect,1344,Live traps,S/L,Ground,Rodentia,Rattus,Rattus rattus,Rattus rattus,Invasive,1,0.074404762,NA
sm49,25,January,1998,August,1999,20,Interior and Edge,Linear transect,3014,Live traps,M/L,Ground and understory,Didelphimorphia,Caluromys,Caluromys philander,Caluromys philander,Native,4,0.132714001,NA
sm49,25,January,1998,August,1999,20,Interior and Edge,Linear transect,3014,Live traps,M/L,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,4,0.132714001,NA
sm49,25,January,1998,August,1999,20,Interior and Edge,Linear transect,3014,Live traps,M/L,Ground and understory,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,16,0.530856005,NA
sm49,25,January,1998,August,1999,20,Interior and Edge,Linear transect,3014,Live traps,M/L,Ground and understory,Didelphimorphia,Marmosa,Micoureus demerarae,Marmosa paraguayana,Native,40,1.327140013,NA
sm49,25,January,1998,August,1999,20,Interior and Edge,Linear transect,3014,Live traps,M/L,Ground and understory,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,8,0.265428003,NA
sm49,25,January,1998,August,1999,20,Interior and Edge,Linear transect,3014,Live traps,M/L,Ground and understory,Rodentia,Oecomys,Oecomys concolor,Oecomys catherinae,Native,4,0.132714001,NA
sm49,25,January,1998,August,1999,20,Interior and Edge,Linear transect,3014,Live traps,M/L,Ground and understory,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,7,0.232249502,NA
sm49,25,January,1998,August,1999,20,Interior and Edge,Linear transect,3014,Live traps,M/L,Ground and understory,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,181,6.00530856,NA
sm49,25,January,1998,August,1999,20,Interior and Edge,Linear transect,3014,Live traps,M/L,Ground and understory,Rodentia,Rattus,Rattus rattus,Rattus rattus,Invasive,1,0.0331785,NA
sm50,25,January,1998,August,1999,20,Interior and Edge,Linear transect,168,Live traps,M/L,Ground and understory,Didelphimorphia,Caluromys,Caluromys philander,Caluromys philander,Native,1,0.595238095,NA
sm50,25,January,1998,August,1999,20,Interior and Edge,Linear transect,168,Live traps,M/L,Ground and understory,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,1,0.595238095,NA
sm50,25,January,1998,August,1999,20,Interior and Edge,Linear transect,168,Live traps,M/L,Ground and understory,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,2,1.19047619,NA
sm50,25,January,1998,August,1999,20,Interior and Edge,Linear transect,168,Live traps,M/L,Ground and understory,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,12,7.142857143,NA
sm51,25,January,1998,August,1999,20,Interior and Edge,Linear transect,977,Live traps,M/L,Ground and understory,Didelphimorphia,Caluromys,Caluromys philander,Caluromys philander,Native,1,0.102354145,NA
sm51,25,January,1998,August,1999,20,Interior and Edge,Linear transect,977,Live traps,M/L,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,3,0.307062436,NA
sm51,25,January,1998,August,1999,20,Interior and Edge,Linear transect,977,Live traps,M/L,Ground and understory,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,5,0.511770727,NA
sm51,25,January,1998,August,1999,20,Interior and Edge,Linear transect,977,Live traps,M/L,Ground and understory,Didelphimorphia,Marmosa,Micoureus demerarae,Marmosa paraguayana,Native,1,0.102354145,NA
sm51,25,January,1998,August,1999,20,Interior and Edge,Linear transect,977,Live traps,M/L,Ground and understory,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,1,0.102354145,NA
sm51,25,January,1998,August,1999,20,Interior and Edge,Linear transect,977,Live traps,M/L,Ground and understory,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,30,3.07062436,NA
sm52,25,January,1998,August,1999,20,Interior and Edge,Linear transect,4551,Live traps,M/L,Ground and understory,Didelphimorphia,Caluromys,Caluromys philander,Caluromys philander,Native,4,0.087892771,NA
sm52,25,January,1998,August,1999,20,Interior and Edge,Linear transect,4551,Live traps,M/L,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,10,0.219731927,NA
sm52,25,January,1998,August,1999,20,Interior and Edge,Linear transect,4551,Live traps,M/L,Ground and understory,Didelphimorphia,Metachirus,Metachirus nudicaudatus,Metachirus nudicaudatus,Native,5,0.109865964,NA
sm52,25,January,1998,August,1999,20,Interior and Edge,Linear transect,4551,Live traps,M/L,Ground and understory,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,8,0.175785542,NA
sm52,25,January,1998,August,1999,20,Interior and Edge,Linear transect,4551,Live traps,M/L,Ground and understory,Didelphimorphia,Gracilinanus,Gracilinanus microtarsus,Gracilinanus microtarsus,Native,1,0.021973193,NA
sm52,25,January,1998,August,1999,20,Interior and Edge,Linear transect,4551,Live traps,M/L,Ground and understory,Didelphimorphia,Marmosa,Micoureus demerarae,Marmosa paraguayana,Native,32,0.703142167,NA
sm52,25,January,1998,August,1999,20,Interior and Edge,Linear transect,4551,Live traps,M/L,Ground and understory,Didelphimorphia,Monodelphis,Monodelphis americana,Monodelphis americana,Native,1,0.021973193,NA
sm52,25,January,1998,August,1999,20,Interior and Edge,Linear transect,4551,Live traps,M/L,Ground and understory,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,4,0.087892771,NA
sm52,25,January,1998,August,1999,20,Interior and Edge,Linear transect,4551,Live traps,M/L,Ground and understory,Rodentia,Oecomys,Oecomys concolor,Oecomys catherinae,Native,29,0.637222588,NA
sm52,25,January,1998,August,1999,20,Interior and Edge,Linear transect,4551,Live traps,M/L,Ground and understory,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,8,0.175785542,NA
sm52,25,January,1998,August,1999,20,Interior and Edge,Linear transect,4551,Live traps,M/L,Ground and understory,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,138,3.032300593,NA
sm53,25,January,1998,August,1999,20,Interior and Edge,Linear transect,1075,Live traps,M/L,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,1,0.093023256,NA
sm53,25,January,1998,August,1999,20,Interior and Edge,Linear transect,1075,Live traps,M/L,Ground and understory,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,6,0.558139535,NA
sm53,25,January,1998,August,1999,20,Interior and Edge,Linear transect,1075,Live traps,M/L,Ground and understory,Didelphimorphia,Marmosa,Micoureus demerarae,Marmosa paraguayana,Native,3,0.279069767,NA
sm53,25,January,1998,August,1999,20,Interior and Edge,Linear transect,1075,Live traps,M/L,Ground and understory,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,13,1.209302326,NA
sm54,25,January,1998,August,1999,20,Interior and Edge,Linear transect,1220,Live traps,M/L,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,2,0.163934426,NA
sm54,25,January,1998,August,1999,20,Interior and Edge,Linear transect,1220,Live traps,M/L,Ground and understory,Didelphimorphia,Metachirus,Metachirus nudicaudatus,Metachirus nudicaudatus,Native,4,0.327868852,NA
sm54,25,January,1998,August,1999,20,Interior and Edge,Linear transect,1220,Live traps,M/L,Ground and understory,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,10,0.819672131,NA
sm54,25,January,1998,August,1999,20,Interior and Edge,Linear transect,1220,Live traps,M/L,Ground and understory,Didelphimorphia,Marmosa,Micoureus demerarae,Marmosa paraguayana,Native,13,1.06557377,NA
sm54,25,January,1998,August,1999,20,Interior and Edge,Linear transect,1220,Live traps,M/L,Ground and understory,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,8,0.655737705,NA
sm54,25,January,1998,August,1999,20,Interior and Edge,Linear transect,1220,Live traps,M/L,Ground and understory,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,8,0.655737705,NA
sm54,25,January,1998,August,1999,20,Interior and Edge,Linear transect,1220,Live traps,M/L,Ground and understory,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,12,0.983606557,NA
sm55,25,January,1998,August,1999,20,Interior and Edge,Linear transect,875,Live traps,M/L,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,4,0.457142857,NA
sm55,25,January,1998,August,1999,20,Interior and Edge,Linear transect,875,Live traps,M/L,Ground and understory,Didelphimorphia,Gracilinanus,Gracilinanus microtarsus,Gracilinanus microtarsus,Native,1,0.114285714,NA
sm55,25,January,1998,August,1999,20,Interior and Edge,Linear transect,875,Live traps,M/L,Ground and understory,Didelphimorphia,Marmosa,Micoureus demerarae,Marmosa paraguayana,Native,3,0.342857143,NA
sm55,25,January,1998,August,1999,20,Interior and Edge,Linear transect,875,Live traps,M/L,Ground and understory,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,4,0.457142857,NA
sm55,25,January,1998,August,1999,20,Interior and Edge,Linear transect,875,Live traps,M/L,Ground and understory,Rodentia,Oecomys,Oecomys concolor,Oecomys catherinae,Native,1,0.114285714,NA
sm55,25,January,1998,August,1999,20,Interior and Edge,Linear transect,875,Live traps,M/L,Ground and understory,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,4,0.457142857,NA
sm55,25,January,1998,August,1999,20,Interior and Edge,Linear transect,875,Live traps,M/L,Ground and understory,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,30,3.428571429,NA
sm56,25,January,1998,August,1999,20,Interior and Edge,Linear transect,1618,Live traps,M/L,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,5,0.309023486,NA
sm56,25,January,1998,August,1999,20,Interior and Edge,Linear transect,1618,Live traps,M/L,Ground and understory,Didelphimorphia,Metachirus,Metachirus nudicaudatus,Metachirus nudicaudatus,Native,4,0.247218789,NA
sm56,25,January,1998,August,1999,20,Interior and Edge,Linear transect,1618,Live traps,M/L,Ground and understory,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,6,0.370828183,NA
sm56,25,January,1998,August,1999,20,Interior and Edge,Linear transect,1618,Live traps,M/L,Ground and understory,Didelphimorphia,Marmosa,Micoureus demerarae,Marmosa paraguayana,Native,21,1.29789864,NA
sm56,25,January,1998,August,1999,20,Interior and Edge,Linear transect,1618,Live traps,M/L,Ground and understory,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,27,1.668726823,NA
sm56,25,January,1998,August,1999,20,Interior and Edge,Linear transect,1618,Live traps,M/L,Ground and understory,Rodentia,Oecomys,Oecomys concolor,Oecomys catherinae,Native,1,0.061804697,NA
sm56,25,January,1998,August,1999,20,Interior and Edge,Linear transect,1618,Live traps,M/L,Ground and understory,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,3,0.185414091,NA
sm56,25,January,1998,August,1999,20,Interior and Edge,Linear transect,1618,Live traps,M/L,Ground and understory,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,42,2.595797281,NA
sm56,25,January,1998,August,1999,20,Interior and Edge,Linear transect,1618,Live traps,M/L,Ground and understory,Rodentia,Rattus,Rattus rattus,Rattus rattus,Invasive,1,0.061804697,NA
sm57,25,March,1998,February,1999,12,Interior and Edge,Grid,3721,Live traps,M/L,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,1,0.026874496,NA
sm57,25,March,1998,February,1999,12,Interior and Edge,Grid,3721,Live traps,M/L,Ground and understory,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,4,0.107497984,NA
sm57,25,March,1998,February,1999,12,Interior and Edge,Grid,3721,Live traps,M/L,Ground and understory,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,12,0.322493953,NA
sm57,25,March,1998,February,1999,12,Interior and Edge,Grid,3721,Live traps,M/L,Ground and understory,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,158,4.246170384,NA
sm57,25,March,1998,February,1999,12,Interior and Edge,Grid,3721,Live traps,M/L,Ground and understory,Rodentia,Necromys,Necromys lasiurus,Necromys lasiurus,Native,90,2.418704649,NA
sm57,25,March,1998,February,1999,12,Interior and Edge,Grid,3721,Live traps,M/L,Ground and understory,Rodentia,Mus,Mus musculus,Mus musculus,Invasive,39,1.048105348,NA
sm57,25,March,1998,February,1999,12,Interior and Edge,Grid,3721,Live traps,M/L,Ground and understory,Rodentia,Rattus,Rattus rattus,Rattus rattus,Invasive,2,0.053748992,NA
sm58,26,March,1995,December,2001,75,Interior and Edge,Linear transect,51122,Live traps,M/L,Ground understory and canopy,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,960,5,NA
sm58,26,March,1995,December,2001,75,Interior and Edge,Linear transect,51122,Live traps,M/L,Ground understory and canopy,Didelphimorphia,Marmosa,Micoureus demerarae,Marmosa paraguayana,Native,289,1.5,NA
sm58,26,March,1995,December,2001,75,Interior and Edge,Linear transect,51122,Live traps,M/L,Ground understory and canopy,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,570,3,NA
sm58,26,March,1995,December,2001,75,Interior and Edge,Linear transect,51122,Live traps,M/L,Ground understory and canopy,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,295,1.5,NA
sm58,26,March,1995,December,2001,75,Interior and Edge,Linear transect,51122,Live traps,M/L,Ground understory and canopy,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,190,1,NA
sm58,26,March,1995,December,2001,75,Interior and Edge,Linear transect,51122,Live traps,M/L,Ground understory and canopy,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,947,5,NA
sm58,26,March,1995,December,2001,75,Interior and Edge,Linear transect,51122,Live traps,M/L,Ground understory and canopy,Didelphimorphia,Caluromys,Caluromys philander,Caluromys philander,Native,199,1,NA
sm58,26,March,1995,December,2001,75,Interior and Edge,Linear transect,51122,Live traps,M/L,Ground understory and canopy,Rodentia,Oecomys,Oecomys concolor,Oecomys catherinae,Native,293,1.5,NA
sm58,26,March,1995,December,2001,75,Interior and Edge,Linear transect,51122,Live traps,M/L,Ground understory and canopy,Didelphimorphia,Metachirus,Metachirus nudicaudatus,Metachirus nudicaudatus,Native,287,1.5,NA
sm58,26,March,1995,December,2001,75,Interior and Edge,Linear transect,51122,Live traps,M/L,Ground understory and canopy,Didelphimorphia,Gracilinanus,Gracilinanus microtarsus,Gracilinanus microtarsus,Native,290,1.5,NA
sm58,26,March,1995,December,2001,75,Interior and Edge,Linear transect,51122,Live traps,M/L,Ground understory and canopy,Didelphimorphia,Marmosops,Marmosops incanus,Marmosops incanus,Native,298,1.5,NA
sm58,26,March,1995,December,2001,75,Interior and Edge,Linear transect,51122,Live traps,M/L,Ground understory and canopy,Rodentia,Trinomys,Trinomys eliasi,Trinomys dimidiatus,Native,570,3,NA
sm59,27,NA,1999,NA,2007,NA,Interior and Edge,Linear transect,600,Live traps,NA,Ground and understory,Didelphimorphia,Caluromys,Caluromys philander,Caluromys philander,Native,2,0.333333333,Yes
sm59,27,NA,1999,NA,2007,NA,Interior and Edge,Linear transect,600,Live traps,NA,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,222,37,Yes
sm59,27,NA,1999,NA,2007,NA,Interior and Edge,Linear transect,600,Live traps,NA,Ground and understory,Didelphimorphia,Gracilinanus,Gracilinanus microtarsus,Gracilinanus microtarsus,Native,1,0.166666667,Yes
sm59,27,NA,1999,NA,2007,NA,Interior and Edge,Linear transect,600,Live traps,NA,Ground and understory,Didelphimorphia,Marmosops,Marmosops incanus,Marmosops incanus,Native,32,5.333333333,Yes
sm59,27,NA,1999,NA,2007,NA,Interior and Edge,Linear transect,600,Live traps,NA,Ground and understory,Didelphimorphia,Metachirus,Metachirus nudicaudatus,Metachirus nudicaudatus,Native,36,6,Yes
sm59,27,NA,1999,NA,2007,NA,Interior and Edge,Linear transect,600,Live traps,NA,Ground and understory,Didelphimorphia,Marmosa,Micoureus paraguayanus,Marmosa paraguayana,Native,52,8.666666667,Yes
sm59,27,NA,1999,NA,2007,NA,Interior and Edge,Linear transect,600,Live traps,NA,Ground and understory,Didelphimorphia,Monodelphis,Monodelphis sp.,Monodelphis sp.,Native,2,0.333333333,Yes
sm59,27,NA,1999,NA,2007,NA,Interior and Edge,Linear transect,600,Live traps,NA,Ground and understory,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,155,25.83333333,Yes
sm59,27,NA,1999,NA,2007,NA,Interior and Edge,Linear transect,600,Live traps,NA,Ground and understory,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,175,29.16666667,Yes
sm59,27,NA,1999,NA,2007,NA,Interior and Edge,Linear transect,600,Live traps,NA,Ground and understory,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,14,2.333333333,Yes
sm59,27,NA,1999,NA,2007,NA,Interior and Edge,Linear transect,600,Live traps,NA,Ground and understory,Rodentia,Oecomys,Oecomys catherinae,Oecomys catherinae,Native,7,1.166666667,Yes
sm59,27,NA,1999,NA,2007,NA,Interior and Edge,Linear transect,600,Live traps,NA,Ground and understory,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,5,0.833333333,Yes
sm59,27,NA,1999,NA,2007,NA,Interior and Edge,Linear transect,600,Live traps,NA,Ground and understory,Rodentia,Euryoryzomys,Euryoryzomys sp.,Euryoryzomys russatus,Native,26,4.333333333,Yes
sm59,27,NA,1999,NA,2007,NA,Interior and Edge,Linear transect,600,Live traps,NA,Ground and understory,Rodentia,Oxymycterus,Oxymycterus dasytrichus,Oxymycterus dasytrichus,Native,5,0.833333333,Yes
sm59,27,NA,1999,NA,2007,NA,Interior and Edge,Linear transect,600,Live traps,NA,Ground and understory,Rodentia,Phyllomys,Phyllomys sp.,Phyllomys sp.,Native,5,0.833333333,Yes
sm59,27,NA,1999,NA,2007,NA,Interior and Edge,Linear transect,600,Live traps,NA,Ground and understory,Rodentia,Rhipidomys,Rhipidomys sp. n.,Rhipidomys itoan,Native,2,0.333333333,Yes
